id,created,updated,title,content,tags,product,topic,locale
1261101,1559820583,1559841824,Windows 10 foi atualizado e firefox ficou lento,"<p>Sou usuário do Firefox desde sempre, e ontem ao atualizar o Windows 10 para versão 1903 o firefox ficou extremamente lento. Os demais navegadores continuam normal, mas quando vou acessar um site comum como o Google, o Firefox fica ""Realizando Handshake TLS <a href=""http://www.gooogle.com"" rel=""nofollow"">www.gooogle.com</a>"" e as vezes ele abre o site, quando abre. Já reinstalei mais nada. Já desativei todas as Extensões, mas nada faz ele melhorar o desempenho.
</p>",desktop;fix-problems;windows-10;tls;slowness;,firefox,fix-problems,pt-BR
1261099,1559818782,1559831357,After firefox update I can no longer stream live tv from the bbc website,"<p>Hi. After years of streaming live tv from the bbc website without a problem, yesterday I was unable to do so. This was immediately after booting up firefox to find I was redirected to a page telling me that firefox had updated. Everything looked normal but when I tried to stream it just stuck on the buffering symbol. I tried to stream from other sites and had no problem streaming ITV, Ch4 etc. Then I tried watching content from BBC i-player and again no problem. I tried to live stream BBC radio and again no problem. Finally I tried live streaming BBC tv through a different browser and again no problem. I tried clearing the cache and cookies and reloading firefox in safe mode all to no avail.
</p><p>Any ideas? I'm totally stumped...
</p><p>Thanks in advance...
</p>",firefox-670;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1261096,1559814683,1559833252,"Add-Ons not working, Can't download/install new ones","<p>Last night around 10-ish my add-ons quit working suddenly. Now I remember something like this happened last month but I also saw it happened to several people so I wasn't worried. But I didn't see a topic about it this time (although I might not have looked well enough?) so I don't know if it's just me.
</p><p>It won't let me try to install an alternative add-on, and if I right click it'll say to check my connection, but isn't my connection fine if I'm using the internet anyway? Right clicking it says it's a corruption issue.
</p>",firefox-530;customize;desktop;windows-81;,firefox,customize,en-US
1261095,1559813241,1559853988,Firefox won't keep me logged in to homepages and other webpages and I have to sign in every time I launch Firefox.,"<p>Firefox won't keep me signed in to anything, even though I've selected to remain signed in via websites' preferences and it has always kept me signed in before. Every time I relaunch Firefox, I have to sign in to my two homepages (Yahoo and Fark), even though the passwords are stored in Firefox, and they auto-fill in the appropriate slots. This happens with all other pages I've tried, even the Firefox help forum itself.
</p><p>I've reset Firefox, I've cleared all my passwords (and re-entered a few of them) to make sure they are correct, and still no luck. I removed u-Block origins, thinking maybe it was causing it, but it's still happening even without u-Block installed.
</p>",firefox-670;firefox-6701;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1261094,1559811844,1559814150,Can't create new tab. Firefox hanging,"<p>Suddenly Firefox hangs when navigating next tab - typing a search query or URL, both cases spotted
</p><p>Creating new tab summons tabs, can drag tabs, but can't switch to any except one on which Firefox hanged.
</p><p>Screenshot explains a little bit more.
</p>",tabs;firefox-680;beta;desktop;windows-10;,firefox,tabs,en-US
1261092,1559809863,1559812598,Firefox Developer Edition (FDE): profile management problem,"<p>Hi,
</p><p>I have a problem with Firefox Developer Edition (FDE) and profile management. The problem started since firefox FDE v68 beta 6. The browser asks me to create a new profile after a while I'm using it without any reason. I tried to create a fresh profile as suggested and sync it. However, it continuously asks to create a new profile.
</p>",firefox-670;desktop;fix-problems;linux;,firefox,fix-problems,en-US
1261091,1559810195,1559821805,firefox will not accept cookies even though cookies setting is standard.,"<p>Firefox keeps saying it cannot continue to create a firefox account because cookies are disabled.  I check my cookies setting and cookies setting is standard.  Firefox will not create an account because it keeps saying cookies are disable when they are not disabled. I have had to do this using Chrome.
</p>",other;desktop;windows-81;,firefox,other,en-US
1261090,1559808403,1559808403,Opening trusted Office documents,"<p>We have a number of internal Microsoft Office documents, some of which are macro-enabled, which are part of our Intranet. Following updates to browsers etc, we can no longer open these via the browser.
Is there a way we can configure Firefox to open these documents?
</p><p>Firefox 67.0.1
</p>",firefox-670;customize;desktop;windows-10;,firefox,customize,en-US
1261087,1559806326,1559853500,YTD video downloader / converter not downloading music anymore since upgrade to Mojave??,"<p>I have been using an application called YTD (YouTube Downloader), for some years now, and recently it has started to not download certain videos on YouTube anymore....
Specifically, it will not download any music videos of songs anymore, but it will still download any other videos that are not music....
This seems to be a new thing, as I recently upgrade from High Sierra to Mojave, and a bunch of old apps. that I use no longer function correctly....
Does anyone else use YTD downloader application, and if so, is there a fix for the Mojave opersating system that will let it work correctly??
Thanks in advance!!
</p>",firefox-670;firefox-6701;customize;desktop;mac-os;,firefox,customize,en-US
1261086,1559805725,1559822027,Browser is not responding On Windows 10,"<p>I am having an issue on my Windows device as the Firefox browser is not getting responded and the thing is that it is getting an error every time when I am trying to access the browser. I have also asked <a href=""https://www.oniton.com/blog/microsoft-compatibility-telemetry-windows10/"" rel=""nofollow"">https://www.oniton.com/blog/microsoft-compatibility-telemetry-windows10/</a> for the solution to it.
</p>",other;desktop;,firefox,other,en-US
1261084,1559805547,1559851409,error codes,"<p>i am getting the following error message. The websites work on other browsers. I have cleared data and history and removed AVG free anti virus. Firefox just will not connect. i am a novice so any help would be appreciated.
</p><p>Secure Connection Failed
</p><p>An error occurred during a connection to <a href=""http://ustreamix.su"" rel=""nofollow"">ustreamix.su</a>. A required TLS feature is missing. Error code: MOZILLA_PKIX_ERROR_REQUIRED_TLS_FEATURE_MISSING
</p><p>The page you are trying to view cannot be shown because the authenticity of the received data could not be verified. Please contact the web site owners to inform them of this problem.
</p><p>Learn more…
</p><p>Report errors like this to help Mozilla identify and block malicious sites
</p>",firefox-670;websites;firefox-6701;desktop;windows-7;,firefox,websites,en-US
1261083,1559805376,1559842772,Lost all bookmarks etc on upgrade to 67,"<p>Others have asked similar questions but for different platforms and none of the suggestions have either worked, been appropriate for the setup or understood by me (a non programmer!).
I am operating High Sierra 10.13.6 and after migrating to Firefox 67 have lost everything to do with previous setup.
</p><p>When trying to set a previous profile as default I get the error message about launching an older version of Firefox and gives me a quit or new profile option only which is not satisfactory.
</p><p>Is there not a simple solution to this unasked for level of complication that allows me to restore my existing bookmarks and passwords without delving deep into processes I don't understand and inputting lots of lines of code?
It feels like I've taken my car in to fill up the tank and been told to rebuild the engine to get my car going again.  
</p><p>Im inputting this using Chrome because almost every attempt to use firefox causes a crash
</p><p>All help gratefully received.
</p>",desktop;fix-problems;escalate;dataloss;,firefox,fix-problems,en-US
1261082,1559804029,1559804029,input device,"<p>Hello,
</p><p>I currently try to get PointerEvent.pressure event working with Wacom device (Wacom Bamboo 16FG) or a custom touchscreen generated with evemu- binaries on Linux Ubuntu 18.04
</p><p>As far as i understand the code, firefox use GTK 3 to catch input device event.
I can't figured out how exactly the device should be declared to Linux, udev or xorg, to allow firefox to catch pressure event and fill the PointerEvent.pressure
</p><p>Did the PointerEvent.pressure feature have already work on Linux ?
If yes how exactly the device should be described to the Xinput?
</p><p>Here is my wacom device description according to evemu-describe binary
<a href=""https://pastebin.com/U84uCAru"" rel=""nofollow"">https://pastebin.com/U84uCAru</a>
</p><p>I also attach a record that could be replayed using evemu-replay that will create a virtual input touchscreen and replay a sequence of BTN_TOUCH/ABS_MT_PRESSURE/ABS_PRESSURE :
<a href=""https://pastebin.com/7RNtCsWZ"" rel=""nofollow"">https://pastebin.com/7RNtCsWZ</a>
</p><p>Thanks
</p>",firefox-670;other;desktop;,firefox,other,en-US
1261081,1559803875,1559803875,Unable to login to Firefox Monitor (Error must-be-signed-in),"<p>I was adding multiple email addresses to Firefox Monitor on my PC in Chrome. I was signed into my Firefox account. I was able to validate most of them through the initial email that is sent by Monitor. However, after I just tried to validate one of my email addresses, I am given the error message:
</p><p>Error
must-be-signed-in
</p><p>I then tried to sign in, but it spit out the same error. I tried clearing cookies &amp; cache, used incognito mode, tried Edge &amp; Firefox on my PC, &amp; then tried Firefox on my phone, &amp; I am still given the same error. I even tried using my LTE instead of Wi-Fi to see if it was a network issue. None of this worked, so I am left assuming it's either an issue with my own account or with Firefox Monitor itself.
</p><p>I tend to use unique email addresses for most of my online accounts using one of my own personal domains, so I ended up loading quite a lot of addresses into Monitor. Is there a limit to the number of addresses that I can add? Or is the problem something else?
</p><p>Thanks!
</p>",websites;desktop;,firefox,websites,en-US
1261080,1559803297,1559803297,"The same web page is printed on a different computer, but the size is different.","<p>The same web page is printed on a different computer, but the size is different. What's the problem?
<a href=""http://sa.ddns.net/test/px.html"" rel=""nofollow"">sa.ddns.net/test/px.html</a>
The boundaries are all set to 0, and the header and footer are all set to blank.
FireFox v67 64 bit
Environment 1: Notebook PC 10 1803 Resolution (1366*768) Preview one page when printing.
Environment 2: Desktop computer windows 10 1803 resolution (1366*768) becomes two pages when preview printing.
</p>",other;desktop;,firefox,other,en-US
1261078,1559801876,1559801876,How to request  browser to generate CSR and key pair,"<p>Hello,
</p><p>For client certificate products like Code Signing and MIME, it seems that Firefox and IE could generate CSR and Key Pair automatically. 
</p><p>Anyone know technically how to request  browser to generate CSR and key pair?
</p><p>Thanks
</p>",other;desktop;windows;,firefox,other,en-US
1261074,1559796699,1559827404,"""a"" key shortcut","<p>Whenever I want to search something or type anything in Firefox it will automatically click what ever my cursor is over. This only happens when I press the A key though. I've tested it and it only happens on Firefox, and it doesn't matter what it is that the cursor is hovering over, as long as I press the A key it will register as a click. Is there a way to disable this as It's incredibly frustrating when I'm trying to search something and I end up ""clicking"" some random Youtube video or link.
</p>",firefox-670;other;desktop;windows-10;,firefox,other,en-US
1261073,1559795072,1559795072,Trying to upload anything makes Firefox stop responding.  Tried all your resets.  Happening recently for past 6 months maybe.What can I do to fix this?,"<p>I can't upload anything to anywhere, for instance, photos to Facebook, Viewbug, Zenfolio.  Select file opens with no info in it and stops there.  Top says ""File Upload (Not responding).  Of course, when I close with the x, it says I'll lose data or I can wait till I die for Firefox to respond.  I can upload just fine on other browers.  This started happening a couple months ago after one of the upgrades to Firefox.  Prior to that upgrade, Firefox would not load at all.  I have tried all the ""solutions"" on this site, like disabling add-ons, safe mode, no accelerations, changing script time, checking for driver updates, etc. etc.  Nothing works.  If I put that upload box up, it makes a hang that I can only eliminate by quitting Firefox altogether.  Please help.
</p>",firefox-670;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1261072,1559794931,1559794931,ubuntu firefox 67.0 (64 bit) browser.tabs.warnOnClose not working,"<p>Using Firefox 67.0 (64 bit) on Ubuntu MATE 18.04
When closing firefox w/ several tabs open firefox does not prompt w/ a warning (as it did in 66.x.)
I checked about:config: all instances of *.tabs.warnOnClose are set to ""true"", (also ""warnOnCloseOtherTabs"") yet there is no warning.
</p><p>Any suggestions gratefully welcomed.
</p>",firefox-670;tabs;desktop;linux;,firefox,tabs,en-US
1261070,1559790982,1559842590,How to stop updates,"<p>I'm tired of being pestered by FF to update. If I wanted to update, I would. I don't and I'm not driven by the need to constantly update something that it running stable. as-is How do I turn this off w/o being an IT pro?
</p>",firefox-660;customize;desktop;windows-7;,firefox,customize,en-US
1261068,1559788251,1559788251,"After updating osx, firefox has lost most of it's tabs","<p>I just updated to the latest version of OSX.
Firefox was closed as part of the process.
I now only have some 25 tabs compared to the 100+ i had open.
I tried to find the previous session file but that seems to be deleted, rename or relocated.
Is my previous session gone forever?
Thanks in advance.
</p>",firefox-670;other;desktop;mac-os;,firefox,other,en-US
1261066,1559787847,1559793063,how do I get LastPass and AdBlock to work after version 67 update?,"<p>My other computer uses Win7 and every time Firefox updates, I loose LastPass and AdBlock+. I have to open 'add-ons', click 'disable', then click 'enable' and close and reopen Firefox. today I open Firefox, it tells me all about the wonderfulness of version 67, but the add-ons are marked as 'Legacy'. When I click to get more info, it shows nothing and I have to click 'extensions' again. If I click 'disable' and close the browser, the next time it shows a button to 'enable'. But clicking and restarting the browser does no good.
I tried to get help, but without LastPass, which Mozilla recommends, I can't even ask the questions.
</p>",firefox-520;customize;desktop;windows-xp;,firefox,customize,en-US
1261064,1559787227,1559841565,My confirm email is in code and I cannot decipher it. What do I do now?,"<p>My ""Finish Creating Your Account' email is in code so I cannot confirm my email or do what ever it is directing me to do.
Note: I have had to sign in with a different email to be able to send an email for support.
Colin
</p>",firefox-670;sync;desktop;windows-10;verificationemail;escalate;,firefox,sync,en-US
1261062,1559786659,1559793692,Firefox keeps on crashing I reinstalled and refreshed still does not work,"<p>When I am using Firefox it randomly crashes I followed one of the support threads on installing Firefox again for my language and upgraded the original. It crashes less but still the same. I have no idea what to do I'm running the latest Firefox.
</p>",firefox-670;firefox-6701;desktop;fix-problems;windows-10;,firefox,fix-problems,en-US
1261061,1559786359,1559872479,FF does not render web pages,"<p>FF used to render websites displaying downloadable PDF documents correctly. It no longer does. The page is mostly blank and completely unusable. I don't know what happened to Firefox, but it is no longer reliable or usable. I am attaching a small screenshot of a mostly blank page in Firefox and the same page in Safari.
</p>",firefox-670;desktop;fix-problems;,firefox,fix-problems,en-US
1261058,1559782327,1559783397,need my browser to show mozilla firefox as default broser,"<p>the google chrome (I think it is) shows on the search bar
</p>",firefox-670;firefox-6701;other;desktop;windows-7;,firefox,other,en-US
1261056,1559780654,1559854004,Why now Firefox refresh tabs every tot seconds? It's problematic,"<p>After the last update (67.0.1), Firefox refresh tabs every tot seconds causing me a lot of problem. I can't pause a video just few minutes that it refresh the page, etc...
</p>",firefox-670;tabs;desktop;windows-10;,firefox,tabs,en-US
1261055,1559781170,1559781170,Highlights in Home page doesn't show bookmarks after I clear my history,"<p>Hi,
</p><p>I'm running latest version of FF Quantum (67.0.1 (64-bit)) on my Mac (macOS Mojave, version 10.14.5).
I've enabled Bookmarks under Highlights in the Home page settings. Any time I add a new bookmark it shows up in the highlights. But my problem is when ever I clear my browser history the Highlights doesn't show any bookmarks even though bookmarks are there under the Bookmarks toolbar.
</p>",firefox-670;bookmarks;desktop;mac-os;,firefox,bookmarks,en-US
